0,SansAnimation,,,,,,,,
,,,,,,,,,
0,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0.2,,,,,,,,,
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,5,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,275,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,15,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,285,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,25,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,295,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,35,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,305,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,45,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,315,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,55,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,325,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,65,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,335,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,75,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,345,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,85,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,355,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,275,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,5,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,285,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,15,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,295,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,25,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,305,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,35,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,45,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,325,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,55,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,335,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,65,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,345,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,75,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,355,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,85,0.1,0
,,,,,,,,,
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,270,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,5,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,275,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,10,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,280,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,15,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,285,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,20,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,290,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,25,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,295,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,30,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,300,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,35,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,305,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,40,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,310,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,45,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,315,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,50,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,320,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,55,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,325,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,330,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,65,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,335,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,340,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,75,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,345,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,350,0.1,0
0.045,GasterBlaster,5,323.5,308.5,323.5,308.5,85,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,5,323.5,308.5,323.5,308.5,355,0.1,0
